transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted
Road,East_Asia,East_Asia,555.4,16.0,1.0,0.0625,Standard,0.8193,73.1,24.7,20.0,0.1308,0.0938,1
Ocean,Southeast_Asia,Oceania,16430.3,605.6,558.4,0.9221,Standard,0.99,10.9,41.6,6.3,0.8232,0.7186,1
Ocean,East_Asia,Middle_East,9618.7,379.8,146.4,0.3855,Standard,0.6475,18.1,21.6,22.1,0.3648,0.9382,1
Rail,East_Asia,East_Asia,983.9,65.1,45.3,0.6959,Standard,0.8743,31.0,27.1,41.3,0.0658,0.4402,1
Ocean,South_Asia,North_America,7912.3,340.6,176.9,0.5194,Standard,0.9309,36.3,32.5,9.9,0.3,0.5575,1
Ocean,South_Asia,Middle_East,8896.2,325.4,20.6,0.0633,Standard,0.7315,16.4,18.8,21.9,0.2392,0.8615,1
Ocean,South_Asia,Europe,9640.3,353.8,319.2,0.9022,Standard,0.9557,56.7,24.7,4.7,0.4158,0.7745,1
Ocean,Europe,Middle_East,10133.2,363.7,84.9,0.2334,Standard,0.865,25.0,65.6,9.4,0.4037,0.3001,1
Air,Southeast_Asia,Middle_East,4440.4,19.3,13.8,0.715,Standard,0.8689,59.0,53.4,11.6,0.2061,0.1594,1
Rail,South_Asia,South_Asia,4389.6,131.3,85.3,0.6497,High,0.8813,44.9,45.2,7.1,0.1296,0.2522,1
Ocean,East_Asia,Europe,11694.9,420.7,90.8,0.2158,Standard,0.99,28.1,49.3,29.0,0.6979,0.05,1
Air,East_Asia,North_America,3283.4,27.2,13.3,0.489,Standard,0.8018,41.0,30.2,26.8,0.4265,0.3011,1
Air,South_Asia,Middle_East,5452.1,41.4,27.7,0.6691,Urgent,0.99,3.3,7.4,19.5,0.4589,0.1734,0
Ocean,South_Asia,Oceania,13131.1,488.5,189.0,0.3869,Standard,0.6438,28.4,33.9,58.6,0.4044,0.5331,1
Road,Europe,Europe,150.0,15.8,4.8,0.3038,High,0.9789,39.1,36.1,54.1,0.0919,0.0976,1
Ocean,South_Asia,Latin_America,10904.4,382.1,142.5,0.3729,High,0.9023,35.9,16.2,70.4,0.4287,0.483,1
Air,Middle_East,East_Asia,7779.7,46.0,7.4,0.1609,High,0.7423,11.4,41.2,41.7,0.5651,0.5686,1
Ocean,East_Asia,Oceania,9120.6,347.2,133.5,0.3845,High,0.9086,36.1,36.6,43.7,0.1977,0.9689,1
Road,Europe,Europe,1900.2,38.4,33.9,0.8828,Urgent,0.7367,36.6,9.1,11.6,0.1068,0.7137,1
Ocean,Europe,Oceania,8351.9,303.5,244.7,0.8063,Standard,0.6587,22.8,27.1,57.7,0.2373,0.8231,1
Ocean,South_Asia,Europe,8550.0,327.7,218.0,0.6652,Standard,0.8484,31.4,27.6,18.7,0.3562,0.6176,1
Rail,East_Asia,East_Asia,3018.7,74.0,62.0,0.8378,Standard,0.5961,4.5,16.0,5.5,0.1446,0.3226,1
Air,North_America,Europe,4764.9,23.0,2.9,0.1261,Standard,0.7909,29.5,39.5,11.8,0.4625,0.5664,1
Road,North_America,North_America,1676.7,31.8,19.0,0.5975,Standard,0.8666,7.7,49.0,100.0,0.112,0.4209,1
Ocean,Southeast_Asia,Oceania,14868.1,518.6,223.6,0.4312,Standard,0.8402,16.7,27.2,16.3,0.6086,0.5839,1
Air,Southeast_Asia,Middle_East,9511.5,42.4,29.5,0.6958,Standard,0.8236,77.3,30.9,9.7,0.1725,0.2842,1
Rail,South_Asia,Europe,4558.3,114.7,74.7,0.6513,Standard,0.7172,49.8,11.1,30.2,0.05,0.0625,1
Ocean,East_Asia,Latin_America,11980.1,423.3,262.0,0.6189,High,0.665,15.7,17.9,39.0,0.2782,0.329,1
Ocean,South_Asia,Latin_America,10867.4,434.9,252.8,0.5813,High,0.6844,35.6,26.0,100.0,0.5237,0.5255,1
Ocean,East_Asia,Middle_East,19490.2,648.4,213.7,0.3296,Standard,0.9255,11.1,25.3,27.7,0.4075,0.2916,1
Ocean,South_Asia,North_America,13284.2,456.9,140.5,0.3075,Standard,0.785,19.1,35.0,19.1,0.4327,0.2258,1
Ocean,East_Asia,Europe,9821.3,349.1,293.6,0.841,High,0.9531,49.8,58.9,37.8,0.7953,0.4997,1
Ocean,East_Asia,North_America,10706.6,386.0,192.6,0.499,Urgent,0.99,10.2,26.1,32.6,0.7933,0.6937,1
Ocean,Europe,North_America,7134.7,299.3,167.9,0.561,Standard,0.7809,31.2,16.5,28.2,0.2698,0.4863,1
Rail,South_Asia,South_Asia,4190.8,118.8,41.3,0.3476,High,0.99,24.7,93.4,29.7,0.087,0.2228,1
Road,Latin_America,Latin_America,931.3,28.5,26.7,0.9368,Standard,0.7657,31.2,2.5,24.9,0.02,0.9138,1
Air,North_America,Oceania,5944.6,35.7,26.8,0.7507,Standard,0.9065,14.5,21.8,11.6,0.5842,0.9266,1
Road,North_America,North_America,1918.8,37.8,2.7,0.0714,High,0.8629,31.5,100.0,35.4,0.0873,0.3279,1
Road,Europe,Europe,1749.7,40.3,22.1,0.5484,Standard,0.99,17.4,2.0,29.0,0.1077,0.8854,0
Rail,South_Asia,South_Asia,500.0,37.2,28.0,0.7527,High,0.7409,24.8,36.8,30.0,0.0929,0.4152,1
Road,North_America,Latin_America,1989.7,42.0,11.1,0.2643,Standard,0.99,52.4,27.8,26.1,0.1915,0.4988,1
Road,Europe,North_America,1491.0,30.8,10.6,0.3442,Standard,0.99,20.0,36.1,32.2,0.5167,0.742,1
Road,Latin_America,Latin_America,1059.8,30.1,25.7,0.8538,Standard,0.8496,58.9,55.3,13.6,0.0313,0.3725,1
Air,Latin_America,Europe,4686.8,31.3,16.1,0.5144,High,0.825,14.7,8.7,26.0,0.7007,0.5474,1
Air,Europe,Oceania,7747.5,43.5,38.7,0.8897,Standard,0.8529,74.2,16.5,18.4,0.5221,0.886,1
Air,Middle_East,Oceania,7567.9,39.3,32.3,0.8219,Standard,0.8928,73.6,9.3,28.6,0.2164,0.4377,1
Air,North_America,Oceania,6177.2,21.5,10.4,0.4837,Standard,0.8275,41.4,44.7,12.8,0.7475,0.0559,1
Ocean,South_Asia,Europe,9500.5,388.3,366.1,0.9428,High,0.6589,54.7,15.6,47.0,0.6187,0.1156,1
Ocean,East_Asia,Middle_East,9084.5,325.8,281.1,0.8628,Standard,0.7907,40.9,58.1,5.6,0.4473,0.216,1
Ocean,South_Asia,Europe,17816.4,641.2,33.4,0.0521,High,0.7734,28.1,57.4,27.2,0.3851,0.3247,1
Ocean,Southeast_Asia,Europe,11594.9,458.1,446.0,0.9736,Urgent,0.8288,35.3,92.8,31.6,0.5758,0.2837,1
Ocean,Europe,Oceania,12124.5,436.3,217.0,0.4974,Standard,0.7354,14.3,59.5,38.5,0.2661,0.1556,1
Rail,Europe,Europe,4044.4,93.9,17.4,0.1853,High,0.99,23.5,27.4,51.9,0.0974,0.8122,1
Air,Europe,Latin_America,5520.5,37.3,6.5,0.1743,High,0.5271,43.7,17.0,5.3,0.4275,0.4199,1
Rail,North_America,East_Asia,3084.4,89.4,25.5,0.2852,Standard,0.99,33.3,22.6,12.6,0.3338,0.1338,0
Ocean,South_Asia,Middle_East,15386.6,528.9,270.3,0.5111,Standard,0.99,19.7,46.0,10.6,0.5893,0.7765,1
Road,Europe,Europe,1314.6,33.2,28.2,0.8494,Standard,0.7942,70.2,24.9,13.5,0.2231,0.3096,1
Ocean,Southeast_Asia,Latin_America,12734.7,473.0,209.9,0.4438,Standard,0.5963,67.9,21.5,45.8,0.7435,0.5102,1
Ocean,East_Asia,North_America,13911.7,510.9,187.4,0.3668,High,0.545,5.9,24.4,49.6,0.3595,0.7765,1
Ocean,Europe,Europe,6488.0,260.4,110.0,0.4224,High,0.7853,27.7,45.1,48.6,0.0496,0.6265,1
Ocean,East_Asia,North_America,9211.1,334.2,212.2,0.6349,High,0.6333,21.2,24.4,25.6,0.3272,0.5732,1
Ocean,East_Asia,Oceania,11196.0,437.1,408.8,0.9353,Standard,0.8677,31.5,17.8,43.9,0.4602,0.1018,1
Rail,North_America,North_America,1824.0,76.6,4.7,0.0614,Urgent,0.99,45.8,14.3,50.0,0.1446,0.7121,1
Road,North_America,Latin_America,1536.8,34.4,17.8,0.5174,Standard,0.77,33.1,7.0,29.2,0.3316,0.8769,1
Ocean,East_Asia,Oceania,9545.6,374.9,64.3,0.1715,High,0.8663,42.0,41.9,28.1,0.196,0.1343,1
Rail,Europe,Europe,5882.2,149.4,42.4,0.2838,Standard,0.7576,27.8,7.5,21.6,0.1005,0.5453,1
Rail,North_America,North_America,3040.0,105.7,40.6,0.3841,High,0.9772,35.1,19.6,40.1,0.148,0.1287,0
Ocean,Southeast_Asia,Latin_America,14654.2,526.3,430.5,0.818,Standard,0.8381,2.8,47.9,10.5,0.3399,0.4598,1
Air,North_America,Oceania,7847.1,42.8,20.6,0.4813,Urgent,0.7507,48.2,22.8,29.5,0.1214,0.3707,1
Ocean,South_Asia,Europe,19909.7,706.9,155.6,0.2201,Urgent,0.6199,19.0,48.2,6.6,0.095,0.3319,1
Road,Europe,Europe,1945.7,43.7,23.7,0.5423,Standard,0.6628,23.3,48.1,17.6,0.1514,0.0655,1
Air,Europe,North_America,4763.4,36.7,4.1,0.1117,Urgent,0.7422,12.4,50.4,19.3,0.5164,0.1302,1
Rail,Europe,Europe,6433.4,168.0,144.8,0.8619,Standard,0.8409,6.9,23.0,19.7,0.2,0.4036,1
Road,East_Asia,Europe,640.6,21.4,7.1,0.3318,High,0.768,13.3,13.0,27.6,0.7348,0.5772,1
Road,Europe,Europe,1683.7,37.7,35.2,0.9337,Standard,0.6667,64.5,29.5,46.4,0.1576,0.6752,1
Ocean,East_Asia,North_America,9293.5,327.2,315.1,0.963,Standard,0.9702,22.6,16.7,22.3,0.3322,0.9658,1
Road,Latin_America,Latin_America,1702.4,31.8,3.8,0.1195,High,0.99,14.9,40.3,20.7,0.1508,0.3833,0
Rail,Europe,Europe,2767.9,103.0,76.0,0.7379,Standard,0.8034,26.6,38.1,18.0,0.0592,0.9613,1
Air,Middle_East,North_America,8072.9,24.1,2.5,0.1037,Standard,0.7849,23.7,43.4,22.4,0.3803,0.9227,1
Air,North_America,East_Asia,4898.2,23.0,13.1,0.5696,Urgent,0.99,22.9,38.0,42.3,0.6933,0.3722,1
Rail,Europe,Europe,5009.3,133.4,114.6,0.8591,High,0.8827,32.3,33.3,22.9,0.1582,0.9514,1
Ocean,South_Asia,Europe,4546.3,187.5,154.1,0.8219,Urgent,0.8697,21.0,4.9,49.3,0.3412,0.6993,1
Rail,South_Asia,Europe,2493.4,62.2,14.0,0.2251,Urgent,0.8722,100.0,18.8,31.3,0.6051,0.8715,1
Ocean,Europe,North_America,13975.7,511.9,292.2,0.5708,High,0.99,11.7,23.5,8.2,0.4396,0.4828,1
Rail,East_Asia,East_Asia,6033.5,134.0,26.8,0.2,Standard,0.9461,64.2,17.9,14.3,0.129,0.7667,1
Air,North_America,Latin_America,6523.5,29.6,20.2,0.6824,Standard,0.8933,21.9,44.3,30.4,0.2355,0.6206,1
Rail,South_Asia,East_Asia,4746.6,119.3,41.9,0.3512,Standard,0.8708,28.2,17.5,15.8,0.5566,0.3098,1
Air,Europe,North_America,7984.2,24.6,13.8,0.561,Standard,0.5886,37.3,35.5,29.7,0.501,0.603,1
Road,East_Asia,Latin_America,1407.5,31.8,4.0,0.1258,High,0.99,41.9,38.8,40.6,0.61,0.33,1
Road,Latin_America,Latin_America,1142.4,28.5,14.7,0.5158,High,0.99,43.1,57.3,38.3,0.1288,0.2539,1
Road,Europe,Europe,574.4,14.4,10.9,0.7569,Standard,0.8069,26.4,31.8,5.9,0.1402,0.6024,0
Road,Latin_America,Europe,1659.8,33.0,32.1,0.9727,High,0.8899,21.6,45.3,35.3,0.2799,0.8953,1
Rail,North_America,North_America,5557.1,145.3,109.1,0.7509,Standard,0.7753,16.2,27.0,10.5,0.2256,0.3379,1
Road,East_Asia,East_Asia,479.5,16.3,10.9,0.6687,Standard,0.7851,53.4,9.8,11.0,0.1511,0.64,1
Air,East_Asia,Europe,8651.5,44.6,26.1,0.5852,Standard,0.8349,15.0,18.7,48.4,0.15,0.3259,1
Road,North_America,North_America,1148.3,26.5,25.5,0.9623,High,0.7748,65.8,88.9,17.3,0.0925,0.5952,1
Rail,North_America,North_America,4307.7,109.2,36.0,0.3297,Standard,0.9274,28.4,21.8,13.6,0.02,0.1009,0
Rail,Europe,North_America,3940.7,99.6,73.9,0.742,Standard,0.99,48.3,30.1,35.4,0.3663,0.2238,1
Ocean,Southeast_Asia,Middle_East,9870.5,395.6,171.1,0.4325,Standard,0.9375,33.8,25.3,41.1,0.548,0.4845,1
Road,North_America,Latin_America,1016.0,18.8,8.8,0.4681,Standard,0.7787,24.3,26.1,8.3,0.2349,0.6033,1
Road,Latin_America,Latin_America,624.2,20.5,7.7,0.3756,High,0.8864,13.3,57.5,21.6,0.0233,0.5814,1
Ocean,East_Asia,Europe,11776.5,462.1,84.9,0.1837,Standard,0.99,34.4,11.7,34.2,0.536,0.6776,1
Ocean,East_Asia,Latin_America,9183.2,354.6,40.6,0.1145,Standard,0.7299,22.7,60.7,18.6,0.4382,0.6651,1
Road,Latin_America,Latin_America,2043.2,38.3,8.5,0.2219,Standard,0.99,20.2,16.3,2.7,0.1114,0.5777,0
Ocean,South_Asia,Oceania,6685.5,293.4,113.0,0.3851,Standard,0.5664,27.9,34.7,8.2,0.05,0.2491,1
Road,Latin_America,Latin_America,270.7,15.7,9.5,0.6051,Standard,0.9444,43.4,34.7,22.4,0.1119,0.95,1
Ocean,Southeast_Asia,Oceania,11196.6,438.6,376.5,0.8584,Urgent,0.6389,64.1,33.9,17.2,0.686,0.4964,1
Ocean,Europe,North_America,14189.7,519.4,83.6,0.161,Standard,0.767,100.0,32.1,18.8,0.405,0.6204,1
Road,North_America,North_America,919.8,27.7,3.4,0.1227,Standard,0.673,28.2,24.9,7.0,0.0765,0.908,1
Ocean,Europe,Middle_East,11971.7,427.6,70.3,0.1644,High,0.7884,19.7,17.9,42.8,0.491,0.9787,1
Road,Latin_America,Latin_America,1633.3,28.8,18.4,0.6389,Standard,0.5761,8.9,12.1,13.5,0.1547,0.3856,1
Air,Latin_America,Oceania,6298.4,44.3,22.1,0.4989,Standard,0.7861,73.5,27.2,52.4,0.3728,0.7215,1
Rail,Europe,Europe,4744.7,136.5,77.3,0.5663,Standard,0.5923,30.5,53.6,32.1,0.0725,0.0807,1
Ocean,South_Asia,Europe,12960.0,457.8,93.6,0.2045,Standard,0.8269,18.6,38.0,28.7,0.5595,0.3527,1
Rail,South_Asia,Europe,3023.2,75.4,48.7,0.6459,High,0.9543,52.3,19.2,14.3,0.2839,0.7466,1
Ocean,East_Asia,Oceania,11193.5,442.3,77.3,0.1748,Standard,0.9378,42.1,4.6,13.9,0.2359,0.5172,1
Road,Latin_America,Latin_America,1841.5,41.4,5.9,0.1425,Standard,0.8823,74.1,51.8,12.6,0.0973,0.363,1
Ocean,East_Asia,Europe,6715.6,260.5,82.0,0.3148,Standard,0.7996,19.5,45.4,32.2,0.3821,0.1676,1
Ocean,Europe,Latin_America,11013.5,415.7,80.5,0.1936,High,0.99,59.9,6.2,4.5,0.4176,0.5677,1
Road,Latin_America,Latin_America,1490.4,33.9,9.6,0.2832,Standard,0.7787,52.1,55.4,22.3,0.1755,0.1673,1
Ocean,Europe,North_America,7821.2,288.2,89.8,0.3116,High,0.8709,54.1,5.5,25.5,0.2468,0.4458,1
Ocean,Southeast_Asia,Europe,10847.2,393.5,25.0,0.0635,Urgent,0.7227,13.5,24.1,49.0,0.4831,0.9663,1
Rail,South_Asia,North_America,500.0,37.9,9.2,0.2427,Standard,0.8874,21.4,26.5,35.4,0.5179,0.727,1
Road,Europe,Europe,1764.6,31.3,12.9,0.4121,Standard,0.7587,16.4,10.1,15.1,0.1514,0.8838,0
Rail,East_Asia,North_America,4985.4,144.5,22.5,0.1557,Standard,0.8169,18.9,29.9,10.8,0.401,0.9734,1
Air,North_America,East_Asia,7208.3,26.9,12.4,0.461,Standard,0.788,31.8,47.6,57.0,0.5538,0.1016,1
Ocean,East_Asia,North_America,6653.6,258.1,118.5,0.4591,Standard,0.8834,77.0,21.5,18.4,0.2188,0.3714,1
Ocean,East_Asia,Europe,12223.9,424.4,292.4,0.689,Standard,0.8452,43.7,27.0,25.8,0.5929,0.8928,1
Road,East_Asia,East_Asia,1177.1,29.3,16.1,0.5495,Standard,0.5969,34.9,12.0,16.5,0.1306,0.0679,1
Road,Latin_America,Europe,150.0,13.2,1.2,0.0909,High,0.9686,70.4,38.0,12.0,0.3682,0.1061,1
Ocean,South_Asia,Middle_East,12615.7,430.9,342.0,0.7937,Standard,0.6021,10.4,21.9,24.3,0.4097,0.7417,1
Ocean,Europe,North_America,9607.2,389.8,236.9,0.6077,Standard,0.6131,73.7,57.1,16.5,0.5705,0.1733,1
Road,Europe,Europe,736.5,24.9,2.5,0.1004,Standard,0.99,25.4,38.9,55.8,0.0456,0.0959,1
Air,South_Asia,North_America,7530.3,28.1,8.1,0.2883,Standard,0.8643,21.1,11.5,16.1,0.3287,0.3076,0
Road,Latin_America,Latin_America,1586.9,27.1,23.9,0.8819,Standard,0.8525,12.6,14.2,17.5,0.0422,0.5883,0
Ocean,Southeast_Asia,Oceania,10176.5,358.0,257.7,0.7198,Standard,0.7403,32.3,30.1,11.4,0.5054,0.4532,1
Road,Latin_America,Latin_America,1156.3,23.2,2.9,0.125,High,0.9234,29.3,6.4,34.0,0.1959,0.6081,0
Road,North_America,Europe,1343.6,33.0,11.0,0.3333,Standard,0.8354,35.5,13.4,10.8,0.1047,0.3006,0
Ocean,South_Asia,Latin_America,14861.3,510.3,281.2,0.551,Standard,0.9088,20.7,31.8,39.0,0.9362,0.589,1
Road,Europe,Europe,1571.4,33.7,4.3,0.1276,Urgent,0.9174,39.7,38.9,12.9,0.0636,0.3903,0
Ocean,Southeast_Asia,North_America,11158.4,431.6,29.8,0.069,Standard,0.7373,56.2,23.3,42.8,0.3596,0.9601,1
Ocean,South_Asia,Latin_America,7147.8,306.9,117.1,0.3816,Standard,0.9801,38.7,42.7,19.4,0.4291,0.2274,1
Rail,South_Asia,South_Asia,4093.1,103.0,99.0,0.9612,Urgent,0.7967,43.4,14.8,34.2,0.1987,0.4261,1
Ocean,Europe,Latin_America,9650.5,359.8,324.3,0.9013,Standard,0.904,16.1,51.3,23.1,0.4901,0.2645,1
Road,Latin_America,Latin_America,920.7,21.2,18.6,0.8774,High,0.892,19.7,17.8,40.1,0.0704,0.7948,1
Rail,North_America,North_America,4930.2,130.1,11.9,0.0915,Standard,0.6568,14.1,14.3,13.9,0.1633,0.1164,0
Ocean,Europe,Latin_America,5534.7,243.0,68.5,0.2819,Standard,0.7512,11.3,15.2,7.8,0.2558,0.7527,1
Ocean,Southeast_Asia,Middle_East,6303.0,253.7,199.7,0.7872,Urgent,0.9734,3.8,32.3,28.3,0.4818,0.6099,1
Road,Latin_America,Latin_America,2253.6,46.7,32.2,0.6895,Standard,0.9606,49.1,63.2,26.5,0.1002,0.6986,1
Road,Latin_America,Latin_America,1716.9,38.1,22.2,0.5827,Standard,0.7642,11.7,88.6,44.9,0.2118,0.617,1
Rail,North_America,North_America,3058.8,85.7,78.7,0.9183,High,0.7494,23.3,50.1,17.6,0.1076,0.4614,1
Ocean,East_Asia,Latin_America,10583.6,389.9,320.2,0.8212,High,0.8077,25.3,11.5,34.4,0.4328,0.3911,1
Ocean,South_Asia,Latin_America,12125.6,453.1,109.1,0.2408,Standard,0.8287,34.4,19.7,10.0,0.3523,0.6501,1
Rail,South_Asia,South_Asia,1867.7,53.3,23.1,0.4334,Standard,0.99,59.0,51.6,31.7,0.0917,0.6926,1
Ocean,South_Asia,Latin_America,13241.1,455.2,258.7,0.5683,High,0.8114,14.8,29.4,29.2,0.4979,0.3571,1
Air,Europe,Middle_East,5618.1,35.3,23.0,0.6516,High,0.9431,41.2,71.2,26.3,0.2515,0.6312,1
Ocean,Europe,Oceania,8905.1,334.7,306.2,0.9148,High,0.8813,62.8,12.1,49.0,0.414,0.5735,1
Air,Europe,Latin_America,11478.4,38.4,3.7,0.0964,Standard,0.9098,28.3,49.9,4.3,0.3698,0.4655,1
Ocean,Europe,Europe,13184.2,503.1,487.8,0.9696,High,0.7847,16.0,75.3,4.6,0.1924,0.7931,1
Rail,North_America,East_Asia,4962.3,137.7,75.9,0.5512,High,0.8903,38.0,11.6,76.1,0.4352,0.2508,1
Ocean,South_Asia,Europe,6580.8,258.1,167.9,0.6505,Standard,0.8254,33.4,46.5,22.6,0.2759,0.503,1
Road,East_Asia,Latin_America,1145.6,22.0,19.9,0.9045,Standard,0.8573,13.7,36.9,21.2,0.085,0.6122,1
Air,Europe,North_America,2946.9,32.0,6.8,0.2125,Standard,0.9653,73.5,28.0,8.0,0.142,0.9719,1
Road,Latin_America,Europe,1724.5,37.9,12.8,0.3377,High,0.6564,11.7,51.3,18.9,0.3368,0.919,1
Ocean,Europe,Latin_America,9850.5,385.0,325.8,0.8462,Standard,0.7972,8.0,22.5,20.5,0.3411,0.9599,1
Ocean,East_Asia,Europe,15029.9,562.4,414.8,0.7376,Standard,0.775,23.5,60.4,17.5,0.5124,0.2753,1
Ocean,South_Asia,North_America,12464.5,485.1,166.8,0.3438,Standard,0.7195,35.3,49.7,47.8,0.5583,0.4604,1
Ocean,East_Asia,North_America,13227.5,506.0,416.5,0.8231,Standard,0.871,85.8,20.1,49.5,0.5621,0.2992,1
Ocean,South_Asia,Middle_East,6707.0,279.2,116.8,0.4183,Urgent,0.8554,28.6,62.1,64.8,0.54,0.8457,1
Rail,South_Asia,North_America,1598.1,66.0,50.2,0.7606,Urgent,0.818,57.8,34.7,43.3,0.4595,0.9761,1
Road,Europe,Europe,1041.3,22.1,11.1,0.5023,Standard,0.6695,31.2,35.8,57.2,0.02,0.9476,1
Ocean,East_Asia,Latin_America,14832.6,515.5,406.9,0.7893,Standard,0.99,10.9,100.0,15.5,0.8903,0.2021,1
Road,Latin_America,Latin_America,1608.7,27.2,9.6,0.3529,High,0.7772,44.5,59.6,19.9,0.0897,0.317,1
Road,North_America,North_America,1210.0,28.3,10.8,0.3816,Standard,0.8424,57.0,22.4,31.8,0.1729,0.2738,1
Rail,South_Asia,South_Asia,4550.6,133.3,27.5,0.2063,Standard,0.9621,16.8,49.6,8.1,0.02,0.79,1
Road,Latin_America,Latin_America,1752.4,29.2,1.7,0.0582,Standard,0.8456,30.7,51.0,44.7,0.2015,0.1029,1
Air,East_Asia,North_America,6902.8,34.5,7.5,0.2174,High,0.8222,21.1,10.3,45.1,0.1794,0.5646,1
Ocean,Southeast_Asia,Latin_America,15330.3,544.1,482.4,0.8866,Standard,0.9005,41.5,34.7,8.9,0.4421,0.6006,1
Road,Europe,Europe,1139.4,23.6,10.8,0.4576,Standard,0.8374,31.9,43.0,20.1,0.145,0.7573,1
Rail,South_Asia,South_Asia,3829.0,112.3,31.3,0.2787,Urgent,0.8152,32.8,13.5,31.8,0.1784,0.9013,1
Road,East_Asia,East_Asia,1148.3,27.8,18.9,0.6799,Standard,0.8133,21.6,55.5,31.0,0.1078,0.9309,1
Ocean,East_Asia,North_America,15200.8,539.8,149.1,0.2762,Standard,0.9589,41.8,31.9,12.5,0.4844,0.5601,1
Road,Europe,Europe,1292.9,25.0,10.1,0.404,High,0.825,61.4,8.7,22.4,0.0561,0.0696,0
Rail,Europe,Europe,3215.7,85.5,40.1,0.469,High,0.7384,26.7,28.7,20.7,0.0947,0.3752,1
Air,North_America,Oceania,9205.3,48.0,20.9,0.4354,Standard,0.8205,36.8,19.1,34.1,0.4839,0.7735,1
Ocean,East_Asia,Europe,8256.7,332.3,29.0,0.0873,Urgent,0.7628,25.0,48.3,23.1,0.4885,0.6555,1
Road,North_America,Europe,1467.6,37.0,17.6,0.4757,High,0.9355,67.6,11.2,31.6,0.5529,0.4121,1
Air,Europe,East_Asia,9249.7,40.2,34.8,0.8657,High,0.9442,96.8,30.2,37.4,0.05,0.4101,1
Ocean,Europe,Oceania,15286.8,534.8,222.6,0.4162,High,0.7149,22.8,32.6,21.8,0.2977,0.4616,1
Air,East_Asia,North_America,8794.6,43.7,26.3,0.6018,Standard,0.7963,12.6,25.0,21.2,0.4773,0.6951,1
Road,East_Asia,Latin_America,2165.2,35.9,3.4,0.0947,Standard,0.8017,6.9,15.9,29.1,0.2673,0.3574,1
Ocean,South_Asia,Middle_East,16091.6,595.7,342.0,0.5741,Standard,0.8829,18.7,25.1,8.7,0.4629,0.0506,1
Ocean,Southeast_Asia,Oceania,13585.8,505.9,371.6,0.7345,High,0.99,18.9,66.4,26.8,0.0592,0.515,1
Ocean,Southeast_Asia,Latin_America,10764.8,407.4,394.8,0.9691,High,0.8796,17.7,42.6,29.0,0.4058,0.6137,1
Ocean,Europe,Latin_America,9490.3,344.5,19.2,0.0557,Standard,0.8745,35.5,17.7,8.1,0.5768,0.9744,1
Ocean,Europe,Latin_America,8434.6,318.5,153.1,0.4807,Standard,0.9103,29.9,27.7,9.9,0.6398,0.4302,1
Ocean,Europe,Middle_East,10870.1,417.7,206.2,0.4937,Standard,0.7382,24.3,28.7,36.6,0.3975,0.8501,1
Air,Latin_America,Oceania,9719.5,30.9,11.5,0.3722,High,0.9495,29.2,40.0,6.6,0.6132,0.8422,1
Ocean,East_Asia,Middle_East,7632.3,283.8,189.2,0.6667,Standard,0.7743,14.5,25.0,50.8,0.4021,0.0608,1
Ocean,South_Asia,Middle_East,15275.4,552.6,52.8,0.0955,High,0.8534,30.4,6.9,55.4,0.221,0.5066,1
Ocean,Europe,Middle_East,11569.3,420.6,39.1,0.093,Urgent,0.9687,50.6,11.2,5.3,0.6317,0.5207,1
Ocean,East_Asia,Europe,13417.4,467.5,191.8,0.4103,Urgent,0.834,32.8,40.4,20.3,0.6715,0.9211,1
Air,North_America,Middle_East,3781.4,27.9,2.3,0.0824,Urgent,0.886,34.4,31.5,15.1,0.5348,0.4572,1
Road,Europe,Europe,1009.0,30.2,26.1,0.8642,Standard,0.9149,47.5,70.8,31.2,0.0944,0.7638,1
Rail,East_Asia,East_Asia,4908.8,122.2,102.3,0.8372,Standard,0.9183,12.4,22.0,5.7,0.0985,0.5681,0
Air,South_Asia,Oceania,6947.1,42.2,34.2,0.8104,Urgent,0.99,62.5,47.7,19.3,0.2833,0.6554,1
Road,Europe,Europe,669.5,17.9,16.8,0.9385,Urgent,0.7791,14.6,25.7,4.0,0.1381,0.0512,0
Road,East_Asia,East_Asia,1601.9,32.8,4.6,0.1402,High,0.8529,31.0,24.0,12.7,0.166,0.5174,1
Ocean,South_Asia,Oceania,8818.8,337.2,144.9,0.4297,High,0.9139,28.1,12.3,15.0,0.4119,0.5018,1
Ocean,Southeast_Asia,North_America,12858.2,492.8,306.6,0.6222,High,0.99,13.2,22.7,56.7,0.3518,0.6325,1
Ocean,East_Asia,Latin_America,15667.3,576.1,334.7,0.581,Standard,0.8327,42.8,59.1,18.6,0.2391,0.271,1
Road,North_America,North_America,1696.6,32.8,5.6,0.1707,Standard,0.8642,41.2,43.3,22.3,0.1618,0.0667,1
Ocean,South_Asia,Latin_America,12188.1,421.5,269.3,0.6389,Standard,0.99,19.0,27.4,37.1,0.5305,0.2114,1
Air,Southeast_Asia,Middle_East,6404.4,35.1,8.7,0.2479,Standard,0.8942,46.0,16.2,24.5,0.4197,0.8868,1
Air,North_America,Europe,7376.6,30.7,19.4,0.6319,High,0.6024,39.8,24.9,3.8,0.5373,0.5146,1
